1.25,4.15779307
1.250092692,4.157871647
1.250185398,4.157950235
1.250278118,4.158028835
1.250370851,4.158107447
1.250463598,4.158186071
1.250556359,4.158264707
1.250649134,4.158343354
1.250741922,4.158422014
1.250834725,4.158500685
1.250927541,4.158579368
1.25102037,4.158658064
1.251113214,4.158736771
1.251206071,4.15881549
1.251298942,4.15889422
1.251391827,4.158972963
1.251484726,4.159051717
1.251577638,4.159130484
1.251670565,4.159209262
1.251763505,4.159288052
1.251856459,4.159366854
1.251949426,4.159445667
1.252042408,4.159524493
1.252135403,4.159603331
1.252228412,4.15968218
1.252321435,4.159761041
1.252414472,4.159839915
1.252507523,4.1599188
1.252600587,4.159997696
1.252693665,4.160076605
1.252786757,4.160155525
1.252879863,4.160234458
1.252972983,4.160313402
1.253066117,4.160392358
1.253159264,4.160471326
1.253252425,4.160550306
1.253345601,4.160629297
1.25343879,4.160708301
1.253531992,4.160787316
1.253625209,4.160866343
1.25371844,4.160945382
1.253811684,4.161024433
1.253904943,4.161103496
1.253998215,4.16118257
1.254091501,4.161261656
1.254184801,4.161340754
1.254278115,4.161419864
1.254371442,4.161498986
1.254464784,4.16157812
1.25455814,4.161657265
1.254651509,4.161736423
1.254744892,4.161815591
1.254838289,4.161894773
1.254931701,4.161973965
1.255025126,4.16205317
1.255118565,4.162132386
1.255212017,4.162211614
1.255305484,4.162290854
1.255398965,4.162370106
1.25549246,4.16244937
1.255585968,4.162528645
1.255679491,4.162607932
1.255773027,4.162687231
1.255866577,4.162766542
1.255960142,4.162845865
1.25605372,4.162925199
1.256147312,4.163004545
1.256240918,4.163083903
1.256334538,4.163163273
1.256428172,4.163242655
1.25652182,4.163322048
1.256615482,4.163401453
1.256709158,4.16348087
1.256802848,4.163560299
1.256896552,4.16363974
1.25699027,4.163719192
1.257084001,4.163798656
1.257177747,4.163878132
1.257271507,4.16395762
1.257365281,4.16403712
1.257459068,4.164116631
1.25755287,4.164196154
1.257646686,4.164275689
1.257740516,4.164355235
1.257834359,4.164434794
1.257928217,4.164514364
1.258022089,4.164593946
1.258115974,4.164673539
1.258209874,4.164753145
1.258303788,4.164832762
1.258397716,4.164912391
1.258491658,4.164992032
1.258585613,4.165071685
1.258679583,4.165151349
1.258773567,4.165231025
1.258867565,4.165310713
1.258961577,4.165390412
1.259055603,4.165470123
1.259149643,4.165549847
1.259243697,4.165629581
1.259337766,4.165709328
1.259431848,4.165789086
1.259525944,4.165868856
1.259620055,4.165948638
1.259714179,4.166028431
1.259808317,4.166108236
1.25990247,4.166188054
1.259996637,4.166267882
1.260090817,4.166347723
1.260185012,4.166427575
1.260279221,4.166507439
1.260373444,4.166587314
1.260467681,4.166667202
1.260561932,4.166747101
1.260656197,4.166827012
1.260750477,4.166906934
1.26084477,4.166986868
1.260939078,4.167066815
1.261033399,4.167146772
1.261127735,4.167226741
1.261222085,4.167306722
1.261316449,4.167386715
1.261410827,4.16746672
1.261505219,4.167546736
1.261599626,4.167626764
1.261694046,4.167706804
1.261788481,4.167786855
1.26188293,4.167866918
1.261977393,4.167946993
1.26207187,4.168027079
1.262166361,4.168107177
1.262260866,4.168187287
1.262355386,4.168267409
1.262449919,4.168347542
1.262544467,4.168427687
1.262639029,4.168507843
1.262733605,4.168588012
1.262828196,4.168668192
1.2629228,4.168748383
1.263017419,4.168828586
1.263112052,4.168908802
1.263206699,4.168989028
1.26330136,4.169069267
1.263396036,4.169149516
1.263490725,4.169229778
1.263585429,4.169310051
1.263680147,4.169390336
1.263774879,4.169470633
1.263869626,4.169550941
1.263964386,4.169631261
1.264059161,4.169711593
1.26415395,4.169791936
1.264248753,4.169872291
1.264343571,4.169952658
1.264438402,4.170033036
1.264533248,4.170113426
1.264628108,4.170193827
1.264722983,4.17027424
1.264817871,4.170354665
1.264912774,4.170435102
1.265007691,4.17051555
1.265102623,4.170596009
1.265197568,4.170676481
1.265292528,4.170756964
1.265387502,4.170837458
1.265482491,4.170917964
1.265577493,4.170998482
1.26567251,4.171079012
1.265767541,4.171159553
1.265862587,4.171240106
1.265957647,4.17132067
1.266052721,4.171401246
1.266147809,4.171481833
1.266242911,4.171562433
1.266338028,4.171643043
1.266433159,4.171723666
1.266528305,4.1718043
1.266623464,4.171884945
1.266718638,4.171965603
1.266813827,4.172046271
1.266909029,4.172126952
