1.25,2.597340117,0
1.250092692,2.597224401,0
1.250185398,2.597108662,0
1.250278118,2.596992899,0
1.250370851,2.596877114,0
1.250463598,2.596761306,0
1.250556359,2.596645474,0
1.250649134,2.59652962,0
1.250741922,2.596413743,0
1.250834725,2.596297842,0
1.250927541,2.596181919,0
1.25102037,2.596065972,0
1.251113214,2.595950003,0
1.251206071,2.59583401,0
1.251298942,2.595717995,0
1.251391827,2.595601956,0
1.251484726,2.595485894,0
1.251577638,2.595369809,0
1.251670565,2.595253701,0
1.251763505,2.59513757,0
1.251856459,2.595021416,0
1.251949426,2.594905239,0
1.252042408,2.594789038,0
1.252135403,2.594672815,0
1.252228412,2.594556568,0
1.252321435,2.594440299,0
1.252414472,2.594324006,0
1.252507523,2.59420769,0
1.252600587,2.594091351,0
1.252693665,2.593974988,0
1.252786757,2.593858603,0
1.252879863,2.593742194,0
1.252972983,2.593625762,0
1.253066117,2.593509307,0
1.253159264,2.593392829,0
1.253252425,2.593276328,0
1.253345601,2.593159803,0
1.25343879,2.593043256,0
1.253531992,2.592926685,0
1.253625209,2.59281009,0
1.25371844,2.592693473,0
1.253811684,2.592576832,0
1.253904943,2.592460169,0
1.253998215,2.592343481,0
1.254091501,2.592226771,0
1.254184801,2.592110038,0
1.254278115,2.591993281,0
1.254371442,2.591876501,0
1.254464784,2.591759697,0
1.25455814,2.591642871,0
1.254651509,2.591526021,0
1.254744892,2.591409147,0
1.254838289,2.591292251,0
1.254931701,2.591175331,0
1.255025126,2.591058388,0
1.255118565,2.590941422,0
1.255212017,2.590824432,0
1.255305484,2.590707419,0
1.255398965,2.590590382,0
1.25549246,2.590473323,0
1.255585968,2.59035624,0
1.255679491,2.590239133,0
1.255773027,2.590122004,0
1.255866577,2.59000485,0
1.255960142,2.589887674,0
1.25605372,2.589770474,0
1.256147312,2.589653251,0
1.256240918,2.589536004,0
1.256334538,2.589418734,0
1.256428172,2.589301441,0
1.25652182,2.589184124,0
1.256615482,2.589066784,0
1.256709158,2.58894942,0
1.256802848,2.588832033,0
1.256896552,2.588714623,0
1.25699027,2.588597189,0
1.257084001,2.588479731,0
1.257177747,2.588362251,0
1.257271507,2.588244746,0
1.257365281,2.588127219,0
1.257459068,2.588009668,0
1.25755287,2.587892093,0
1.257646686,2.587774495,0
1.257740516,2.587656873,0
1.257834359,2.587539228,0
1.257928217,2.58742156,0
1.258022089,2.587303867,0
1.258115974,2.587186152,0
1.258209874,2.587068413,0
1.258303788,2.58695065,0
1.258397716,2.586832864,0
1.258491658,2.586715054,0
1.258585613,2.586597221,0
1.258679583,2.586479364,0
1.258773567,2.586361484,0
1.258867565,2.58624358,0
1.258961577,2.586125653,0
1.259055603,2.586007702,0
1.259149643,2.585889727,0
1.259243697,2.585771729,0
1.259337766,2.585653708,0
1.259431848,2.585535662,0
1.259525944,2.585417593,0
1.259620055,2.585299501,0
1.259714179,2.585181385,0
1.259808317,2.585063245,0
1.25990247,2.584945082,0
1.259996637,2.584826895,0
1.260090817,2.584708684,0
1.260185012,2.58459045,0
1.260279221,2.584472192,0
1.260373444,2.58435391,0
1.260467681,2.584235605,0
1.260561932,2.584117276,0
1.260656197,2.583998923,0
1.260750477,2.583880547,0
1.26084477,2.583762147,0
1.260939078,2.583643724,0
1.261033399,2.583525276,0
1.261127735,2.583406805,0
1.261222085,2.583288311,0
1.261316449,2.583169792,0
1.261410827,2.58305125,0
1.261505219,2.582932684,0
1.261599626,2.582814094,0
1.261694046,2.582695481,0
1.261788481,2.582576844,0
1.26188293,2.582458183,0
1.261977393,2.582339498,0
1.26207187,2.58222079,0
1.262166361,2.582102058,0
1.262260866,2.581983302,0
1.262355386,2.581864522,0
1.262449919,2.581745719,0
1.262544467,2.581626891,0
1.262639029,2.58150804,0
1.262733605,2.581389165,0
1.262828196,2.581270266,0
1.2629228,2.581151344,0
1.263017419,2.581032397,0
1.263112052,2.580913427,0
1.263206699,2.580794433,0
1.26330136,2.580675415,0
1.263396036,2.580556373,0
1.263490725,2.580437308,0
1.263585429,2.580318218,0
1.263680147,2.580199105,0
1.263774879,2.580079968,0
1.263869626,2.579960806,0
1.263964386,2.579841621,0
1.264059161,2.579722413,0
1.26415395,2.57960318,0
1.264248753,2.579483923,0
1.264343571,2.579364642,0
1.264438402,2.579245338,0
1.264533248,2.579126009,0
1.264628108,2.579006657,0
1.264722983,2.57888728,0
1.264817871,2.57876788,0
1.264912774,2.578648456,0
1.265007691,2.578529008,0
1.265102623,2.578409535,0
1.265197568,2.578290039,0
1.265292528,2.578170519,0
1.265387502,2.578050975,0
1.265482491,2.577931407,0
1.265577493,2.577811815,0
1.26567251,2.577692199,0
1.265767541,2.577572558,0
1.265862587,2.577452894,0
1.265957647,2.577333206,0
1.266052721,2.577213494,0
1.266147809,2.577093758,0
1.266242911,2.576973997,0
1.266338028,2.576854213,0
1.266433159,2.576734405,0
1.266528305,2.576614572,0
1.266623464,2.576494716,0
1.266718638,2.576374835,0
1.266813827,2.576254931,0
1.266909029,2.576135002,0
1.267004246,2.576015049,0
1.267099478,2.575895072,0
1.267194723,2.575775071,0
1.267289983,2.575655046,0
1.267385257,2.575534997,0
1.267480546,2.575414923,0
1.267575849,2.575294826,0
1.267671166,2.575174704,0
1.267766497,2.575054558,0
1.267861843,2.574934389,0
1.267957204,2.574814194,0
1.268052578,2.574693976,0
1.268147967,2.574573734,0
1.26824337,2.574453467,0
1.268338788,2.574333176,0
1.26843422,2.574212862,0
1.268529666,2.574092522,0
1.268625127,2.573972159,0
1.268720602,2.573851772,0
